"tempo(bpm)","Intensidade_media_da_musica","espectograma_medio","espectograma_maximo","energia_medio_rmse","brilhantismo_medio_spectral_centroid","Spectral_Rolloff_Point_Overall_Standard_Deviation","Spectral_Flux_Overall_Standard_Deviation","Spectral_Variability_Overall_Standard_Deviation","Spectral_Rolloff_Point_Overall_Average","Spectral_Flux_Overall_Average","Spectral_Variability_Overall_Average","media_do_zero_cross_rate","media_rhythm_strength","spectral_flatness","mfcc","spectral_contrast","bandwidth","percusiviness","magnitude","Cyclic_Tempograms_Based_on_a_short-time_discrete_Fourier_transformation","Strong Rythm","onset","onset_interval","average_onset_frequency","rolloff","power_spectrum","low_energy","harmonic","Cyclic_Tempograms_based_on_the_autocorrelation_function","octave-based_spectral_contrast","chord_variation","harmonic_flux","average_tempo","spectral_kurtosis","loudness_amplitude","sum_beats","strongest_beat","melbands_skewness","melbands_kurtosis","averaga_beat_spectrum","variation_beat_lenght","slope","entropy_spectrum","inharmonicity","pitch_histogram_C","pitch_histogram_C#","pitch_histogram_D","pitch_histogram_D#","pitch_histogram_E","pitch_histogram_F","pitch_histogram_F#","pitch_histogram_G","pitch_histogram_G#","pitch_histogram_A","pitch_histogram_A#","pitch_histogram_B","spectral_crest_factor","loudness_std","chromagram_C","chromagram_C#","chromagram_D","chromagram_D#","chromagram_E","chromagram_F","chromagram_F#","chromagram_G","chromagram_G#","chromagram_A","chromagram_A#","chromagram_B","regularity_rhythm","spectral_spread","spectral_dissonance","salient_pitch","spectral_valleys1","spectral_valleys2","spectral_valleys3","spectral_valleys4","spectral_valleys5","spectral_valleys6","spectral_energy","beats_loudness_band_ratio1","beats_loudness_band_ratio2","beats_loudness_band_ratio3","beats_loudness_band_ratio4","beats_loudness_band_ratio5","beats_loudness_band_ratio6","chord_stregth","hpcp1","hpcp2","hpcp3","hpcp4","hpcp5","hpcp6","hpcp7","hpcp8","hpcp9","hpcp10","hpcp11","hpcp12","hpcp13","hpcp14","hpcp15","hpcp16","hpcp17","hpcp18","hpcp19","hpcp20","hpcp21","hpcp22","hpcp23","hpcp24","hpcp25","hpcp26","hpcp27","hpcp28","hpcp29","hpcp30","hpcp31","hpcp32","hpcp33","hpcp34","hpcp35","hpcp36","dynamics","spectral_flux","loudness_flatness","roughness","spectral_brighness","sharpness","attack_time","attack","chromagram_centroid","loudness_centroid","loudness_flux","smoothness","Status"
129.2,0,129.92934,14900853,0.12942186,3107.0535247855,1.87,1.1,9.01,3.35,2.8,2.57,0.1080809791,1.2617669282,0.021328282,-448.8272538030745,19.070042252,1504.423516,-1.4169957,0.8873514,-7.553182,1.2660,28,0.4686560846560847,1.2617669281883752,3199.988983437742,0.8873514,0.7809709,1.4626012e-06,0.52625066,26.798021993808725,24,0.2655629,152.2167038365,87.53976,32768,61,29.051687107308297,0.4063047691685862,4.977276936632305,3.578684797976166,0.01617498881638898,0.5157465545781786,3.7372324,0.00012551382405808962,3.654147827,5.361262342,4.567684784,14.312078989,13.186306173,5.130571191,10.325735905,11.719110455,14.68118483,0.978130479,14.976469503,3.561871367,3.5618713666,0.0,0.4794551033,0.4377966929,0.4027001816,0.5379105366,0.5933428887,0.5120986462,0.4029688545,0.5205615805,0.7128048811,0.6243913788,0.5043617125,0.4757670941,0.8817207757566287,5487197.0,0.4742891490459442,0.5536804795265198,-7.8404374,-7.72666,-8.537248,-8.397019,-8.43418,-10.8983345,-10.898628,0.01646636612713337,0.30537698,0.15670547,0.14110588,0.1214397,0.15865436,0.15103894,0.5845412611961365,0.11919127,0.09557109,0.14285289,0.1832869,0.13613379,0.08507129,0.08129805,0.08831921,0.13051079,0.12137317,0.06795722,0.09821628,0.1356418,0.09561272,0.07608725,0.08876156,0.08064911,0.12382511,0.14648344,0.13787782,0.18317783,0.16385914,0.11530608,0.16437393,0.17311616,0.1110452,0.08974673,0.07546948,0.06863017,0.08046556,0.08697943,0.12616023,0.267454,0.34596586,0.2746014,0.19056289,0.878802421976078,0.06784497201442719,0.16036106646060944,15.271671924758913,2.4507585369145377,1.760996890224678,0.06385487528344687,0.029047910124063492,-39.353786,48.615814,1.16,0
89.1,-1.4801236341,32.605915,4212.01,0.11584691,2972.8284726734,3.91,4.48,4.55,1.37,1.17,2.31,0.0815422129,1.3050597113,0.0030757887,-322.3325124883454,17.6681129976,1895.412849,-3.2700995,0.7663523,-1.6319116,9.2370,148,0.6767767269509429,1.3050597112832165,2640.967363764996,0.7663523,0.7570473,-1.3813947e-06,0.42284238,24.294950554852427,23,0.09941648,130.88577489533495,168.85039,27634,42,8.51054207240768,0.5964053911945806,5.120247389629851,4.819715378805995,2.3923216645274304e-15,0.175147499350049,3.3105447,8.98089421919869,3.940937387,21.381900499,0,14.261460102,37.691001698,16.113597777,47.167772804,8.468385039,18.346452642,1.934454906,0,10.145598601,10.1455986006,1.480123634093252,0.49101696,0.6741598303,0.5444678919,0.4489987311,0.4421574881,0.4919602723,0.5304219006,0.6088824344,0.6970659363,0.5459736014,0.4392442362,0.3690373372,1.0051970673952069,6322652.5,0.4702425003051758,0.5422412753105164,-6.4326234,-6.6953206,-7.3841677,-7.5426483,-7.212229,-9.38457,-9.384733,0.03234848007559776,0.33551422,0.21765056,0.2046237,0.12784669,0.06265975,0.12208433,0.5871495008468628,0.08036145,0.06061924,0.04785125,0.0638376,0.07747084,0.07414711,0.06977679,0.06756792,0.07845112,0.07903903,0.09327493,0.18001355,0.32075393,0.2856376,0.13007559,0.08590826,0.08443008,0.07952566,0.09872249,0.09445409,0.06421392,0.06427131,0.06328887,0.08169122,0.08931501,0.08167934,0.10405529,0.14569247,0.13737275,0.12388372,0.15770997,0.1648492,0.19599493,0.35136127,0.3198592,0.12879947,0.7050000607825467,0.10050052404403687,0.12376532703638077,9.049300776854842,1.79568848280276,1.6487743967288935,0.053970705399276744,0.042092129588127136,-39.355656,61.345676,5.64,0
103.36,-7.3672262066,6.761452,936.0686,0.06281156,2313.6645201584,4.29,2.7,4.96,7.75,5.33,1.4,0.0513129928,1.4343277807,0.023490213,-416.4287285398508,17.19891131,1790.367367,-2.523441,0.31898433,-4.4405465,2.0130,159,0.5717913832199546,1.4343277806776986,1914.9800870440693,0.31898433,0.46944907,-7.3150754e-06,0.17939961,22.925577325070066,25,0.0666156,139.2372532894737,22.207405,14031,49,36.469474445020055,-1.6474076687196633,7.384223785778782,9.061288109049201,-0.019814361300074475,0.2825349553313764,2.8347447,0.00016397042889945004,9.409164922,5.698999767,8.397301698,17.341242149,30.821121191,28.715980461,18.643870668,5.838567109,18.690393115,14.107932077,0.52337753,17.573854385,17.5738543847,7.367226206631027,0.4650532638,0.4923379135,0.4916947447,0.5062914689,0.552673284,0.4588043355,0.443478847,0.490375674,0.639025503,0.7028912959,0.5521728294,0.4856792798,1.8007138387168746,6570520.5,0.4567963480949402,0.49169349670410156,-6.8676877,-7.3801217,-8.23836,-8.337704,-8.1475725,-10.330364,-10.330154,0.041498132050037384,0.44387037,0.23772457,0.1218002,0.06897113,0.0564832,0.13170953,0.5082457661628723,0.27595654,0.14642894,0.07568838,0.07451103,0.05748338,0.08118366,0.13415344,0.10739569,0.06235262,0.0653077,0.06234568,0.09413029,0.11764676,0.08557235,0.10412119,0.14483477,0.09706942,0.04753201,0.06376448,0.08101436,0.17811367,0.25317404,0.14464992,0.04805497,0.03436866,0.03254454,0.06354716,0.10130411,0.08120674,0.05335261,0.05838792,0.06649239,0.10185986,0.13474023,0.16715184,0.26229388,0.827116245423463,0.10249613225460052,0.15729491412639618,2.4688053251079265,2.04730234136275,1.578550205542829,0.05739271809352673,0.04507807642221451,-32.14543,58.736725,4.20,0
152,-12.8182027578,9.507392,1232.5115,0.012666959,2747.6779110793,2.77,2.33,1.69,3.2,2.76,2.3,0.1300154648,1.2126935815,0.02586662,-523.1546787781601,16.0449528592,1667.910026,-1.424536,0.095860705,-7.427946,1.2070,51,0.39314882117230454,1.212693581548583,2162.3869243421054,0.095860705,0.11592407,-8.9011377e-07,0.051070414,20.33143426999893,23,0.12337707,152.26365854706722,66.25938,7491,74,5.712470567835604,-3.2273917910509144,11.688953281131521,15.43835811316967,-0.004717705071447747,0.19111063134203926,3.605296,0.00023596595344179273,17.773454771,2.493589177,10.045096826,18.215580511,26.403749226,36.890971792,28.985763551,16.995313467,10.664072862,3.590061013,12.574056062,4.067556813,4.0675568132,12.818202757774152,0.7713390218,0.6010724827,0.6673992921,0.6459845081,0.5179209968,0.5133403697,0.5571635008,0.5953518037,0.6069805143,0.6544521736,0.7040304592,0.8071453166,0.41697888523563426,6862788.0,0.469759464263916,0.6555467247962952,-7.6762667,-7.326323,-7.8856416,-8.357932,-8.5822935,-10.671104,-10.67059,0.020393116399645805,0.21683924,0.29005212,0.20195508,0.1007476,0.06308831,0.16343479,0.47565579414367676,0.27322468,0.32319397,0.26853803,0.1806693,0.17744777,0.23335342,0.35309556,0.41780522,0.31443328,0.20869073,0.14355302,0.10766357,0.11752289,0.12537387,0.18699,0.24282387,0.2283087,0.18470493,0.1499632,0.11896683,0.09304003,0.11410543,0.13323098,0.12977684,0.13979575,0.14024039,0.13607422,0.17160985,0.18138671,0.18113825,0.18502894,0.17957033,0.1681411,0.1500708,0.169898,0.20991512,0.8303519914020606,0.0716584101319313,0.12449053674936295,26.446370881934126,1.190855460754006,1.8955285994021827,0.0523587212662844,0.02163330838084221,-51.993935,60.13935,1.10,0
123.05,-7.5139349853,34.276924,1726.4025,0.07108757,2155.1552122694,5.24,5.02,4.94,1.4,9.51,1.57,0.0624043846,1.1746484315,0.024385145,-435.3328981245152,17.9470934883,1422.892157,-4.625661,0.39953145,-9.206845,1.1220,98,0.5006548116322552,1.1746484315098513,2531.743024229634,0.39953145,0.5165409,2.7898279e-05,0.24285124,24.463325920774952,28,0.09613931,140.688804446461,25.76486,13796,58,6.969826606000908,0.10110063955291015,6.75077612325155,4.863692261278629,0.0,0.2830286415110635,3.3800054,0.0007086890962621032,20.682274247,0.588628763,15.424749164,10.033444816,30.448160535,31.10367893,41.096989967,14.501672241,1.538461538,7.852842809,1.311036789,3.411371237,3.4113712375,7.513934985287296,0.5783522607,0.5291934106,0.6008740746,0.460886402,0.3707927525,0.3658178612,0.4501532573,0.5075384202,0.5058838173,0.5487585251,0.4485642303,0.4697786017,0.7604183775749054,5051585.0,0.46550050377845764,0.598432183265686,-7.837917,-7.212875,-7.518485,-7.9951725,-8.147159,-11.152154,-11.151465,0.022247998043894768,0.1929034,0.14344317,0.33893988,0.20290399,0.07906548,0.06186943,0.4843335449695587,0.32700175,0.20513856,0.08660479,0.07033757,0.05834904,0.12366249,0.20142435,0.17105135,0.18836114,0.2900381,0.22363703,0.11162197,0.09180676,0.07143625,0.2087484,0.3811811,0.27933052,0.09585108,0.0435955,0.05975896,0.10151456,0.11647056,0.08338577,0.06939522,0.06721334,0.08470421,0.11895104,0.13816965,0.12911917,0.15985523,0.23465358,0.17855415,0.08506303,0.07103649,0.08732287,0.21781945,0.7299722108406997,0.06622496247291565,0.14333857595920563,7.121781300396636,0.8068711491233422,1.5169896626563248,0.05781294830857536,0.04361274838447571,-45.03124,54.21639,7.5,0
86.13,-0.275492071,58.227966,6015.4795,0.09662898,1718.4373955757,1.1,8.86,1,1.01,1.39,2.2,0.0369975087,1.2333765219,0.022737259,-470.08003741083576,17.1820641824,1254.216779,-2.596799,0.48375347,-4.736809,1.2480,80,0.6820861678004535,1.2333765218868882,2651.7756317422118,0.48375347,0.6280221,-4.815711e-06,0.30606613,23.21653722012199,23,0.1883553,137.4800575657895,92.29903,31745,25,18.019648611656887,-0.44229965091267076,7.030721709580061,3.6203484274446964,0.0060656208061452485,0.34083846755191,2.638728,0.00011270680437704045,29.490351311,0,4.601682335,22.934190995,39.732805542,9.500247402,49.183572489,8.189015339,0.148441366,4.477981197,0,15.388421573,15.3884215735,0.2754920709869407,0.6390710034,0.5067000767,0.5253301485,0.5496954465,0.767138287,0.6706940549,0.4731662271,0.4357018729,0.4260804613,0.4442570804,0.481392444,0.5107743905,1.2544997679891876,4498867.0,0.4554024636745453,0.48441237211227417,-7.3528485,-7.8408875,-8.555555,-9.024796,-9.064089,-12.20537,-12.205115,0.02028260938823223,0.55095285,0.22439037,0.08509788,0.05415631,0.03560848,0.05234062,0.4934437572956085,0.11027359,0.14348826,0.10166556,0.06465022,0.06819357,0.07521117,0.15115704,0.20396957,0.13704537,0.12172155,0.12600528,0.07594485,0.05730277,0.07732703,0.08534431,0.11729284,0.14164138,0.10996113,0.09282903,0.10672268,0.12334376,0.16353182,0.20884307,0.19759779,0.16353273,0.1344341,0.10086355,0.10944458,0.11585102,0.08423781,0.08538013,0.08300163,0.05465669,0.04814612,0.05578028,0.0630264,0.9294297499231559,0.06772375106811523,0.20286057889461517,4.345062333844099,0.2130626080655102,1.592848252003227,0.05398639455782332,0.049645960330963135,-38.828835,63.586353,3.98,0
107.67,-1.7175056763,45.65294,8393178,0.11774322,2197.6048197804,6.5,4.3,6.18,1.1,1.76,2.65,0.0563911934,1.2475801081,0.01899036,-426.5258180682459,18.1300908261,1441.491713,-6.48267,0.6129145,1.1464973,1.1460,72,0.5577342047930283,1.247580108114171,3414.6460187693497,0.6129145,0.7497232,4.596174e-05,0.3762517,24.32405380964558,28,0.14266472,146.0992796424224,87.858475,26889,52,22.9407584698072,0.5087662732877247,5.364535920111582,4.565163055201992,-0.012939991053107882,0.37648986731314443,3.0777004,0.00010879306334512056,15.439990071,1.464564975,12.337098175,29.241653221,30.879980141,12.064043689,22.737991808,15.34069753,10.897356336,6.032021844,5.461089736,0.074469405,0.0744694055,1.717505676340445,0.5732864376,0.541710391,0.4799628683,0.4589179259,0.4433698583,0.4720295366,0.527719779,0.5611412932,0.5644168157,0.5482960849,0.4888746397,0.4781596016,1.0530242786286408,4869226.5,0.46116936206817627,0.5196931958198547,-7.3685184,-7.4657326,-8.186849,-8.375427,-8.2114315,-11.173735,-11.174022,0.02832011692225933,0.6371793,0.26277134,0.04918633,0.02749225,0.03671627,0.08577877,0.5106616020202637,0.165761,0.11019572,0.08005749,0.11016872,0.08612351,0.05742804,0.11521984,0.1527033,0.1592912,0.1615385,0.11533396,0.09871407,0.10488968,0.07462967,0.05150226,0.09860397,0.12212396,0.12059981,0.15790837,0.12639926,0.0619805,0.06153331,0.0984581,0.13943,0.15002587,0.11742589,0.09281915,0.11098685,0.1191702,0.12007983,0.13115005,0.10582127,0.12309546,0.16566251,0.13471332,0.13770315,0.7788555520404248,0.08035092800855637,0.1717987209558487,3.7920902950117146,0.9817792578694804,1.5824069189142087,0.04901990425799937,0.04341927915811539,-38.979996,56.01606,5.17,0
112.35,-5.3859233835,8.303339,2806.4768,0.08973238,2286.2756235871,5.63,2.52,6.7,9.7,8.5,2.13,0.0582120441,1.5910349001,0.043098412,-435.2776341512354,16.6381650901,1545.750251,-7.519606,0.5007515,-3.7399227,2.0470,122,0.529239721045651,1.59103490007057,8443.215611696982,0.5007515,0.5946326,2.8036386e-06,0.19693498,22.946398150466994,24,0.07903966,142.21129005771277,96.473015,17626,54,16.780836995390473,-0.5706817347065755,6.5283489222481865,10.708512402779888,0.006200412379617039,0.31833156202467056,3.1644065,0,7.095886221,14.742315339,24.208594586,44.272824591,24.300351736,11.867257991,27.863587705,21.165315798,2.538614467,0,10.230922159,6.484171892,6.4841718917,5.3859233834723454,0.6009166305,0.5694320202,0.4544826734,0.4299173477,0.4732830795,0.5100069657,0.5523348271,0.6198465241,0.5931875762,0.6576658767,0.6882740148,0.5553357674,1.8904576175217322,6481440.5,0.45674169063568115,0.5750933289527893,-7.9096985,-8.17921,-8.824367,-8.756946,-8.815886,-11.089555,-11.089384,0.031845640391111374,0.31673235,0.19992968,0.1253472,0.08629438,0.08303703,0.18517701,0.42723166942596436,0.13428889,0.13033856,0.19948876,0.23471259,0.16838978,0.11876968,0.11067543,0.09750822,0.09565095,0.09610797,0.10313281,0.18339102,0.21510409,0.11547322,0.04845933,0.04789641,0.05964195,0.10661613,0.1393527,0.11594706,0.10935485,0.09008487,0.06413312,0.11182713,0.12311349,0.07561543,0.05930952,0.0624885,0.09154971,0.12625308,0.12303211,0.11722654,0.13633312,0.16798152,0.19496004,0.17773291,0.326986876106489,0.09895049035549164,0.16289274394512177,8.931276615401341,5.615346995311484,1.6862581581696199,0.05176907921638608,0.035241905599832535,-24.912262,54.5847,5.99,0
89.1,-7.8300068776,0.0064272583,176.32047,0.031949136,2058.7473064576,6.19,1.1,2.59,1.41,2.26,7.48,0.1133235778,1.079105007,0.023168782,-516.0772681043246,19.7137865742,1580.300321,-1.487122,0.17406738,-8.883149,1.7300,33,0.668734693877551,1.0791050070378023,3212.113910119969,0.17406738,0.26883137,-3.3310193e-06,0.12866384,24.03829642769052,22,0.06704343,137.2862524139452,709.2579,13303,41,23.361789830233633,-1.6962360191896741,7.660818217800163,0.22854241351842575,2.3923216645274304e-15,0.33958730209974136,3.1258059,0.0001540992171015462,10.338606717,0.013877324,13.918956425,12.15653622,12.142658895,35.040244241,41.604218707,17.013599778,13.225090203,4.30197058,28.073827366,3.663613655,3.6636136553,7.830006877557815,0.4023662749,0.3546355305,0.4159783211,0.4078207762,0.3874552531,0.4146690114,0.417729032,0.4451883824,0.3729837982,0.473953319,0.6141987579,0.4795903029,1.272393815955639,5038138.5,0.43931668996810913,0.5069078803062439,-7.987879,-7.5136485,-8.485196,-8.659592,-8.700933,-11.827648,-11.827477,0.026141520589590073,0.29491612,0.2301955,0.22111401,0.14103521,0.07116353,0.10730948,0.5712834000587463,0.18785132,0.13740356,0.23165043,0.38141537,0.24692085,0.08241811,0.04012564,0.03142773,0.14065917,0.20860533,0.11192184,0.04185582,0.02585212,0.02212594,0.12221602,0.21705347,0.14136985,0.0935622,0.11834029,0.07364784,0.05251949,0.05706016,0.04880838,0.15019083,0.20520611,0.13469805,0.07029161,0.02799808,0.03349123,0.21610124,0.2931058,0.1227506,0.03526627,0.04373233,0.05568315,0.11923309,0.14680698996540403,0.0642734095454216,0.16763398051261902,2.5910908069990026,0.5502692459490929,1.4679251046215815,0.04643990929705211,0.04736941680312157,-43.977146,44.12582,7.50,0
143.55,-6.3766332726,15.987486,2611.0005,0.06915568,2157.7789538992,5.8,3.01,5.17,2.15,5.6,1.49,0.0605359151,1.4057974602,0.052913483,-418.42350015396573,18.7919775491,1552.316436,3.6038608,0.4105916,1.8406989,1.0530,127,0.4154585731728589,1.4057974601995284,5966.622253984859,0.41059208,0.4978898,-4.224572e-07,0.22851983,26.01748886974077,25,0.12661046,151.3814207995952,117.445496,15726,66,31.107290195781445,-0.7076621873102292,6.272406807719109,10.715075395535678,-0.004717705071446304,0.23322613253613061,3.3843389,0,0,0,20.797227036,22.357019064,21.837088388,4.679376083,44.020797227,37.781629116,4.159445407,11.611785095,0.173310225,18.890814558,18.8908145581,6.376633272589476,0.4166379979,0.5914242121,0.8437502738,0.6114287098,0.3675724403,0.2994933631,0.321061463,0.3206221313,0.4601367907,0.6474809834,0.6055758341,0.4984698674,1.6361978659393555,6005193.0,0.4720876216888428,0.5845807790756226,-8.112813,-8.35844,-8.757582,-8.815265,-8.729351,-11.566185,-11.566508,0.0176842100918293,0.31610152,0.25965896,0.11107487,0.15899754,0.10527145,0.04343684,0.49812084436416626,0.34736952,0.2089669,0.11196163,0.11661692,0.11312404,0.09325286,0.07987443,0.07290895,0.09155872,0.08939103,0.0789399,0.10447372,0.12717424,0.12705569,0.37868443,0.55098903,0.3447396,0.15366443,0.07644488,0.07630947,0.10981,0.12283819,0.07672203,0.04779167,0.05081491,0.06378542,0.10167998,0.11275942,0.07686783,0.0584841,0.0549017,0.0456441,0.0484636,0.04847982,0.08904139,0.264761,0.2741087312881264,0.07450316101312637,0.12829063832759857,7.0563904928284895,2.9367551551969893,1.5470601241697248,0.05996964665131142,0.02818457782268524,-24.705036,51.469944,6.88,0
117.45,-1.8976726243,65.167435,6390.8604,0.10935778,2493.8935683489,3.84,7.06,5.19,6.53,1.67,2.3,0.0513897119,1.4047760929,0.0024189556,-364.62664554602674,17.445138488,1821.225978,-2.4818642,0.57347584,-1.6594087,7.8240,94,0.40331275074132217,1.404776092918864,3896.5264382377127,0.57347584,0.7275683,-1.7584292e-05,0.32824996,23.492716177189468,28,0.16434647,153.4020673834987,52.51294,26337,66,22.238454267430708,-0.6891133928959086,6.047845517248725,4.9150897562503815,-0.02709310626745154,0.3136860705170662,2.9045656,8.116923282347085e-118,0,11.491758384,0,5.714876247,40.47951222,20.554952721,19.480183951,41.957319279,9.114865912,0.051671575,20.51361546,23.593241358,23.5932413579,1.897672624300501,0.3469772699,0.4664915911,0.3839339186,0.3170050213,0.2632722197,0.4368494434,0.6572521038,0.5608392555,0.4942494715,0.3542051555,0.2673046214,0.2696216638,1.7308307445742428,6647356.5,0.45276162028312683,0.506635844707489,-6.0699697,-6.99579,-8.0422735,-8.217954,-7.843904,-9.71354,-9.713588,0.039300352334976196,0.68934804,0.15189919,0.11280452,0.02070967,0.02058599,0.04465263,0.5485171675682068,0.07593519,0.05169153,0.06809646,0.090543,0.0871692,0.0656284,0.07237909,0.08162221,0.0520281,0.02555232,0.03383385,0.07115953,0.16698885,0.23000306,0.15121983,0.07647989,0.06912068,0.0669392,0.06869582,0.06938727,0.05476639,0.03801527,0.03316194,0.03306591,0.04125277,0.06364076,0.13296472,0.3334976,0.38167349,0.19369227,0.08238746,0.06080493,0.06942975,0.16873404,0.27417,0.19481628,1.0,0.0887695923447609,0.1814434677362442,7.708145391071388,1.1416139407665595,1.664187131423922,0.05261542915038352,0.027530129998922348,-40.51783,65.05474,2.96,0
99.38,-1.860813567,39.094704,4565898,0.1380822,2577.4557096912,5.9,1.07,7.17,1.51,3.09,2.9,0.0696125798,1.1680111356,0.0018556701,-345.15639888641135,19.3469594219,1742.491244,-0.000298577,0.83614916,-0.000155372,1.7900,116,0.5975584247304364,1.1680111356409157,3007.398481339493,0.83614916,0.8431025,-1.6737138e-05,0.54878473,26.56727562131276,26,0.18647356,141.27840334008107,39.922287,26449,50,12.756991808216632,1.5853579425647444,5.496037809288673,7.441587746143341,0.006874370246962511,0.17885251423123863,3.4424102,0.00011433545927285148,22.889710413,0.277264325,12.507701787,9.642637092,29.513247073,25.631546519,48.921749846,20.486752927,0.462107209,12.168823167,0.523721503,2.618607517,2.6186075169,1.8608135670003887,0.5256316118,0.443803332,0.4262513876,0.489586902,0.4618942432,0.4223962793,0.4768485424,0.4305589614,0.4040179384,0.3486118262,0.5054952412,0.6556175431,0.977423552977511,5227265.5,0.4583624005317688,0.5168035626411438,-7.0080767,-7.211216,-7.791574,-7.890163,-7.6459775,-10.079321,-10.079308,0.026949143037199974,0.28002557,0.21762325,0.19977844,0.17285495,0.08822973,0.07321173,0.5157777070999146,0.03832919,0.05314402,0.11973885,0.14345701,0.09970761,0.17498347,0.32866064,0.24729866,0.0847748,0.06041499,0.05749258,0.14004183,0.19818783,0.10616393,0.03189093,0.03402308,0.05606137,0.19796048,0.27508327,0.14985818,0.11609546,0.14589302,0.09688788,0.06276642,0.04966647,0.05519622,0.1747502,0.22842436,0.1113239,0.04592626,0.04445872,0.03932112,0.1339141,0.18834789,0.09400272,0.03780565,0.5653641361284704,0.07345466315746307,0.1448180228471756,7.719592358005693,1.0755853424490078,1.5617102453638185,0.05845023066697956,0.031868550926446915,-38.548283,63.366154,7.00,0
136,-4.0076537089,0.016418621,321.77527,0.12156092,2726.0831807224,3.18,8.6,1.24,9.86,1.9,2.78,0.0756197241,1.6651983235,0.0039679967,-345.47619269502104,18.1714024442,1981.763601,-3.350783,0.6453663,-1.6868982,1.1120,134,0.4363272074999154,1.6651983235485353,5439.475441569514,0.6453663,0.7345478,1.415834e-05,0.3354378,24.58547791734675,28,0.16982031,142.21342576915634,4460.8833,20657,68,20.7213904342449,-0.19238927163761732,6.668812729049581,0.2370576314333448,-0.0049872882183860925,0.35368564850038103,3.3957376,0.00010650859029313505,26.405171469,13.805193382,2.08173551,39.772104744,23.414046236,17.913881889,33.844636792,6.256163033,5.91651145,2.169387531,9.291114276,6.891640188,6.8916401885,4.007653708910032,0.6986051178,0.6710324657,0.5353858232,0.541608236,0.539375706,0.6657151821,0.6577798753,0.5289229805,0.5740289891,0.6800445066,0.5766124058,0.4685021402,2.4352470120239063,6886913.0,0.4546375572681427,0.4768611490726471,-7.146766,-7.142048,-7.8645916,-8.212039,-8.028006,-9.87394,-9.873822,0.04229281470179558,0.50617933,0.18071534,0.14347214,0.08907237,0.03839268,0.0663611,0.5631965398788452,0.09216922,0.09095418,0.1003504,0.15958925,0.14927305,0.07420342,0.07787684,0.0981046,0.0863132,0.07129673,0.07165365,0.08639214,0.2062809,0.25388747,0.13323322,0.06903663,0.06084814,0.06702297,0.13265452,0.14735,0.09122237,0.06794042,0.06170318,0.06869637,0.07686105,0.08173413,0.10598332,0.25304288,0.2866272,0.13450764,0.07230315,0.07045651,0.09700521,0.15256125,0.14638959,0.10197188,0.957504839787271,0.10121180862188339,0.15052780508995056,4.900865631293656,1.0296868378434674,1.632911024530061,0.05111855687548648,0.07718667387962341,-2.1978786,56.325153,6.08,0
103.36,-1.4713271595,12.1095295,4099658,0.079908356,2578.357323933,7.89,3.57,7.24,1.74,1.04,1.93,0.0766371027,1.358809383,0.0024397413,-418.2230664309685,18.7319361186,1550.99538,-3.9685063,0.5045982,-1.8210016,1.6660,107,0.5213107465208305,1.358809383028133,3648.636270528976,0.5045982,0.53774667,1.3583822e-06,0.24909028,25.429535771274665,29,0.11308046,143.8341072436546,243.29552,27662,52,20.587615275135327,-0.42462906301747616,6.225319952115769,10.696246400475502,0.0,0.24530297804296347,3.3961847,4.071307828984497,11.469821536,13.595347905,0,19.009424504,13.154200922,36.093843994,21.295367957,38.941247243,9.223982354,9.745337878,8.863043914,6.496891919,6.496891919,1.4713271594602861,0.5603696285,0.4991804451,0.430519518,0.4315875986,0.5353345115,0.6968084211,0.6182967632,0.5051949148,0.4852479951,0.5225228588,0.5617167011,0.5452851758,1.8726431223479942,4709737.0,0.46045002341270447,0.5485478043556213,-8.193496,-7.578063,-8.459407,-8.377995,-8.375125,-10.959234,-10.959265,0.013708372600376606,0.20726502,0.2505621,0.16939676,0.11394042,0.12762,0.16100502,0.5310041308403015,0.14017476,0.18720484,0.12792213,0.1313357,0.18275796,0.14601257,0.09078617,0.07630587,0.06610633,0.17005895,0.23986942,0.13310203,0.12295763,0.18647642,0.13073982,0.0598896,0.04533537,0.05810744,0.10328644,0.13109145,0.10225309,0.07237534,0.07027431,0.09599845,0.2581226,0.3377382,0.21154256,0.18546036,0.17010361,0.08747628,0.07526296,0.08974543,0.08640368,0.09123364,0.0997938,0.0840799,0.2972278005688406,0.05923814699053764,0.14826378226280212,9.842459966457398,0.8936421513889111,1.6669952654852294,0.057073346472545194,0.0179899949580431,-40.45347,53.40918,9.33,0
