"tempo(bpm)","Intensidade_media_da_musica","espectograma_medio","espectograma_maximo","energia_medio_rmse","brilhantismo_medio_spectral_centroid","Spectral_Rolloff_Point_Overall_Standard_Deviation","Spectral_Flux_Overall_Standard_Deviation","Spectral_Variability_Overall_Standard_Deviation","Spectral_Rolloff_Point_Overall_Average","Spectral_Flux_Overall_Average","Spectral_Variability_Overall_Average","media_do_zero_cross_rate","media_rhythm_strength","spectral_flatness","mfcc","spectral_contrast","bandwidth","percusiviness","magnitude","Cyclic_Tempograms_Based_on_a_short-time_discrete_Fourier_transformation","Strong Rythm","onset","onset_interval","average_onset_frequency","rolloff","power_spectrum","low_energy","harmonic","Cyclic_Tempograms_based_on_the_autocorrelation_function","octave-based_spectral_contrast","chord_variation","harmonic_flux","average_tempo","spectral_kurtosis","loudness_amplitude","sum_beats","strongest_beat","melbands_skewness","melbands_kurtosis","averaga_beat_spectrum","variation_beat_lenght","slope","entropy_spectrum","inharmonicity","pitch_histogram_C","pitch_histogram_C#","pitch_histogram_D","pitch_histogram_D#","pitch_histogram_E","pitch_histogram_F","pitch_histogram_F#","pitch_histogram_G","pitch_histogram_G#","pitch_histogram_A","pitch_histogram_A#","pitch_histogram_B","spectral_crest_factor","loudness_std","chromagram_C","chromagram_C#","chromagram_D","chromagram_D#","chromagram_E","chromagram_F","chromagram_F#","chromagram_G","chromagram_G#","chromagram_A","chromagram_A#","chromagram_B","regularity_rhythm","spectral_spread","spectral_dissonance","salient_pitch","spectral_valleys1","spectral_valleys2","spectral_valleys3","spectral_valleys4","spectral_valleys5","spectral_valleys6","spectral_energy","beats_loudness_band_ratio1","beats_loudness_band_ratio2","beats_loudness_band_ratio3","beats_loudness_band_ratio4","beats_loudness_band_ratio5","beats_loudness_band_ratio6","chord_stregth","hpcp1","hpcp2","hpcp3","hpcp4","hpcp5","hpcp6","hpcp7","hpcp8","hpcp9","hpcp10","hpcp11","hpcp12","hpcp13","hpcp14","hpcp15","hpcp16","hpcp17","hpcp18","hpcp19","hpcp20","hpcp21","hpcp22","hpcp23","hpcp24","hpcp25","hpcp26","hpcp27","hpcp28","hpcp29","hpcp30","hpcp31","hpcp32","hpcp33","hpcp34","hpcp35","hpcp36","dynamics","spectral_flux","loudness_flatness","roughness","spectral_brighness","sharpness","attack_time","attack","chromagram_centroid","loudness_centroid","loudness_flux","smoothness","Status"
71.78,-2.7869535318,33.03065,458.8449,0.08640144,2483.0481409201,8.27,3.5,1.42,1.72,1.44,9.51,0.0681435789,1.3507430797,0.027239675,-426.94437697809894,19.3868016408,1690.386632,-0.0000219,0.37827265,-1.3900393,2.30,78,0.8308390022675737,1.1588519044411882,6372.403133616728,0.37827265,0.5754642,-6.814465e-06,0.2316519,26.30405079810773,25,0.093792975,137.04250946603227,71.62024,23774,33,-23.4526524064797,-0.9792068397914793,7.663693092612522,5.602969579398632,0.0,0.3079973508521198,3.2708037,0.01392728942622967,20.4321576104,0,13.3460438513,5.5926278996,31.776294884,23.5780108039,35.4623450906,30.1557038449,6.5459167461,17.5722910709,0,5.4337464252,-32.556566321288614,2.7869535317923617,0.5203069683,0.4565673149,0.4142478949,0.4248390567,0.468860195,0.4271002105,0.397878517,0.4638832627,0.4521571053,0.450110993,0.4194122008,0.4297115629,1.426463169084568,6428397.0,0.42209261655807495,0.5162563323974609,-8.504243,-8.321882,-9.232917,-9.394277,-9.060243,-10.949195,-10.949396,0.027317263185977936,0.48439336,0.26468265,0.12281372,0.05522199,0.05792535,0.10890052,0.5073869228363037,0.20376578,0.1382945,0.08402599,0.09247392,0.09610298,0.0980813,0.09548127,0.08465295,0.17019948,0.25717527,0.17436865,0.07893956,0.06604196,0.07207361,0.10956309,0.15264533,0.12383736,0.08028726,0.07373577,0.07587386,0.13687074,0.20101485,0.14108624,0.0967777,0.1204544,0.09174439,0.06661864,0.07044534,0.06932367,0.14254634,0.2250607,0.16260861,0.08865613,0.07984978,0.08197831,0.15168716,0.17777778584561052,0.06042845547199249,0.2104535549879074,1.5354624884761996,1.5354624884761996,1.5348354821211836,0.05537066108494675,0.04797862842679024,-22.03986,49.058937,3.25,1
143.55,-6.6185769821,6.6811967,359.28,0.029303787,836.9014050696,6.48,4.53,4.22,1.03,5.83,1.08,0.0202617822,0.6513784176,0.0145866815,-671.5615364733,17.3572268243,783.9074543,-0.0000127,0.10151683,-6.4654178,3.2,38,0.4708702278725698,1.0351659042808647,1551.4239520849458,0.10151683,0.24389778,1.6988722e-06,0.07780747,25.51359071600885,28,0.046665348,173.9655721109324,49.191715,15294,62,-22.277541785665438,-1.8177321613442758,8.401279557887575,14.22935739159584,0.005391662938795776,0.33634190177067125,2.260405,0.00013906119193377275,0,3.2573289902,32.2940902745,1.4890646812,19.3578408562,17.7757096324,57.4220567706,34.0623545835,0,18.7994416007,0,7.2591903211,-227.07388822889345,6.618576982136135,0.2194564861,0.4246978815,0.7528469717,0.494953779,0.2654632641,0.2492663837,0.2958564565,0.2768501645,0.2848717125,0.3915613997,0.3597415519,0.3098613221,0.8176460479516754,2265217.75,0.3336348533630371,0.5033177137374878,-7.7353635,-8.638824,-9.602779,-10.907922,-11.597242,-13.516069,-13.5159645,0.016048068180680275,0.30203578,0.52461004,0.12316472,0.04164777,0.0041563,0.03698231,0.4661339223384857,0.27470985,0.15574929,0.00751344,0.00500437,0.00729406,0.06892015,0.15634458,0.09742177,0.00708697,0.00322635,0.0028281,0.00553527,0.00883005,0.0192225,0.3142726,0.68839926,0.39994857,0.01785352,0.01190052,0.01422803,0.06105345,0.11047078,0.06892191,0.02168546,0.01516311,0.00996185,0.05343426,0.09883742,0.05408839,0.0347716,0.06496185,0.0349848,0.00629043,0.00979078,0.00815145,0.12673089,0.4356414035075603,0.02825949527323246,0.3711608946323395,1.728286779057235,1.728286779057235,1.453376030238665,0.04949516648764779,0.03440685570240021,-49.396896,52.499645,1.97,1
112.35,-1.0138440667,0.39127135,45.84942,0.030318128,1148.9069730774,2.55,3.62,5.4,5.5,3.36,8.08,0.0380927402,0.8445851682,0.014601291,-625.0736759258745,18.1890098152,969.7515916,0.00000958,0.105256155,5.2061528,1.40,67,0.4189069369244296,1.309855067837567,1893.205218713719,0.10525651,0.2156653,3.2017738e-06,0.059230365,25.691771198254177,28,0.052005395,169.3687474121274,172.74619,29158,50,-17.256337337532155,-2.3111140776594405,8.684079832328365,11.654234953224659,0.0,0.47310783389902955,2.8528132,0.00018771294709700795,22.0382165605,0,16.8152866242,6.9426751592,29.872611465,40.3821656051,41.847133758,18.8535031847,0,14.9044585987,0,4.4585987261,-34.26749753034989,1.0138440667366402,0.609617287,0.4431849708,0.345893795,0.4016509842,0.5404338021,0.5101487262,0.4493400707,0.5088749096,0.5105191984,0.5849923514,0.4394786473,0.4621740498,0.8415999882846568,2169668.0,0.40752702951431274,0.6596269011497498,-8.071878,-8.440674,-9.235085,-9.236641,-10.818669,-13.543848,-13.544324,0.0447191447019577,0.18910989,0.22502862,0.19512999,0.24525577,0.20153295,0.00399064,0.5886043310165405,0.40011257,0.21237263,0.12150571,0.10904131,0.08248442,0.11429979,0.14847876,0.11670655,0.27016932,0.38429517,0.18971531,0.0637022,0.05571735,0.05952131,0.11180796,0.14095286,0.09535751,0.06295881,0.06444525,0.08038017,0.21241468,0.27383566,0.13810657,0.14740472,0.2088126,0.13002881,0.08087324,0.09062465,0.09446818,0.19914784,0.27170923,0.16855483,0.08785275,0.07658517,0.09181537,0.29543442,0.547257682950856,0.05506018549203873,0.26988333463668823,0.09228082178920567,0.09228082178920567,1.0003836468641734,0.05337123904288079,0.10841476917266846,-31.910637,56.188232,3.76,1
80.75,-5.6811362311,3.3052435,269.58,0.044611752,1982.5538799193,3.47,1.24,3.64,6.6,9.48,3.81,0.0394366474,1.227059027,0.0017167457,-514.3823364562313,19.0100408253,1435.576514,0.00000725,0.19815269,0.0001531945,1.97,54,0.380305203162346,1.4121974396725956,4982.978201945869,0.19815269,0.35165596,0.0002979053,0.13653053,24.401099035007118,23,0.10270021,156.24907124125875,88.69175,17037,75,-25.797644430404937,-1.8885359290780273,8.459184546015932,20.897610366344452,0.014153115214341799,0.4398329341818926,2.8292878,7.194058791961578e-57,9.4111788871,0.3236648824,9.2866923939,24.8475040458,5.7761732852,29.5032988921,26.7645960413,18.8970496701,9.90912486,0.7718162579,9.6601518735,5.4525084028,-128.1572864061483,5.681136231131926,0.4612401463,0.4206990505,0.4982496754,0.4821730982,0.3342555221,0.330513343,0.3952480014,0.5558033215,0.4992912288,0.4441565295,0.4812100265,0.4034386872,0.9703866752476324,4701057.5,0.4273988902568817,0.5449484586715698,-7.4362793,-7.988566,-9.032719,-9.393767,-9.132789,-11.479109,-11.479051,0.011894251219928265,0.34483114,0.40601522,0.1425237,0.10086795,0.03880345,0.05526613,0.5457611083984375,0.04311281,0.05523764,0.11043482,0.2351752,0.2011875,0.06113381,0.038974,0.04291912,0.08736069,0.20543264,0.17694886,0.06848988,0.0608572,0.06397805,0.08782645,0.15711844,0.14003925,0.08053302,0.11693286,0.11286001,0.06850212,0.04898147,0.04151245,0.06966746,0.11423361,0.0992428,0.04657061,0.03492581,0.0508095,0.12652285,0.25487202,0.19841893,0.07863675,0.13618429,0.13592456,0.05791477,0.7007624769587627,0.03907099738717079,0.22627821564674377,1.792552456503641,1.792552456503641,1.5205913882939288,0.06320987654320998,0.038265686482191086,-39.907917,57.493923,3.02,1
136,-13.2192341983,1.3184457,88881,0.015202681,1293.7875263211,2.41,4.04,4.09,9.07,4,1.26,0.0302866649,1.1529772752,0.003575713,-581.7981285589063,17.2090679785,1482.07419,-0.00000157,0.05111788,4.1675394,1.78,40,0.45046712018140606,1.4700413983156388,3621.9030988474747,0.051118005,0.13267481,4.978496e-06,0.03681766,23.918737310427634,24,0.011690937,146.8757907388664,67.89475,7153,21,-15.51596982500682,-3.121705447149606,11.192264047128715,5.094824573025107,0.010244159583711972,0.3463530094496109,2.3884327,0.00010506729080160751,0.9923213231,7.0407560543,5.5050206734,15.5699940933,28.9663319551,38.4170112227,31.8015357354,2.1500295334,20.5316007088,8.8836385115,13.3018310691,11.9551092735,-873.8877353912702,13.219234198305749,0.5458007714,0.5244993997,0.5323859995,0.6933954055,0.8422899283,0.687111038,0.5116944042,0.4844074123,0.483374552,0.4455301202,0.4130487253,0.3885402011,0.8522370929784339,3800288.0,0.43798893690109253,0.5827202796936035,-7.507875,-7.43378,-8.441844,-9.338837,-9.729386,-11.956651,-11.956655,0.02112986333668232,0.48557714,0.23744293,0.24093057,0.09181293,0.00780788,0.005672,0.45774951577186584,0.18784171,0.17761676,0.16723607,0.16047956,0.16245437,0.16002421,0.16907547,0.178048,0.16531019,0.17043258,0.16667476,0.14524782,0.13003404,0.13442297,0.14205834,0.1379568,0.13775514,0.13771743,0.13672534,0.13608932,0.16176836,0.29413843,0.4171587,0.32978418,0.21992587,0.18333364,0.15118806,0.16533539,0.16702764,0.14903924,0.13932265,0.14932413,0.15804729,0.19573273,0.2127484,0.18762879,0.21095112387365797,0.031617600470781326,0.2054409682750702,0.39006932465723726,0.39006932465723726,1.117089288947141,0.04702040816326505,0.26303836703300476,-40.642338,63.253445,2.70,1
129.2,-0.6050790706,14.2834015,5679.78,0.10091895,1672.8921561412,1.44,4.26,4.68,4.56,1.36,2.18,0.2150686164,1.1385729104,0.034159373,-449.69217532298546,19.9025329214,2125.584209,-0.00001,0.39543867,-3.8012943,2.9,99,0.4607133858834539,1.421938676683843,5962.063948214976,0.3954387,0.62209666,-2.0563404e-05,0.28649408,25.504124934841574,23,0.211958,158.29424605061612,885.2843,30563,64,-22.67226269922749,-0.8956799668211052,8.426559551435949,7.80731128116895,-0.06469995526555426,0.2590672932450328,2.9721076,0.0005363263586193494,16.6864608076,0,16.270783848,0,16.270783848,29.5724465558,58.3729216152,39.4893111639,0,11.3420427553,0,5.8788598575,-6.019872650911375,0.6050790705588359,0.5829376528,0.5219407039,0.5045249036,0.4251875299,0.391629724,0.4137364278,0.4682566578,0.5504869036,0.4393160711,0.3665814341,0.336186094,0.3553253751,0.7951059284188017,4752122.5,0.4378402829170227,0.5154363512992859,-8.661042,-8.13517,-9.249527,-9.788948,-9.943315,-12.780034,-12.779341,0.021406304091215134,0.30674523,0.3700357,0.13543256,0.05892983,0.03891628,0.19379945,0.48229122161865234,0.13813739,0.14413449,0.09276439,0.0683305,0.05480129,0.0546209,0.05645764,0.06203,0.11702394,0.24457791,0.19849654,0.06034035,0.04262971,0.0457439,0.09304664,0.23302194,0.21317837,0.07224201,0.05601739,0.06153738,0.06863815,0.08363734,0.15188442,0.21581064,0.19254719,0.11354601,0.06996459,0.07323526,0.06318451,0.17407589,0.30884868,0.20964098,0.07237875,0.05427688,0.05525398,0.0744514,0.4518530187219967,0.037802804261446,0.23251160979270935,1.2238996852938726,1.2238996852938726,1.3036972383872387,0.049958084243798495,0.06516838818788528,-36.02606,56.128075,3.23,1
129.2,-2.1242041642,8.572927,299.41,0.11047749,1361.3041960687,5.83,3.48,1.9,8.26,2.36,1.59,0.0298970225,1.127331462,0.020956498,-455.6950819560306,20.3434631749,1300.844127,0.0000479,0.4513464,2.3359415,1.27,101,0.47580538648207826,1.3903211619823634,3186.930729065886,0.4513471,0.70385545,3.563518e-06,0.35181814,27.925077694021002,24,0.06817123,143.98632355780143,24.600449,25659,58,-20.254995192983102,0.5793767876720869,7.102112390685744,10.321984971873462,0.010783325877593203,0.23686221227788223,2.717057,0.0002693609855761468,8.8707406364,0,18.5018304703,11.9684595888,5.1253168122,30.2731624894,25.5421008167,61.9262179668,4.2804843706,4.0270346381,21.7966769924,0,-19.33282946926998,2.124204164218661,0.2911565297,0.3094816112,0.4312417731,0.3958952596,0.3441609443,0.3946772917,0.3926493767,0.3653812744,0.2724627158,0.3882205512,0.4999323099,0.373867079,1.4554095743269844,3958476.25,0.4030425548553467,0.5085586309432983,-7.845861,-7.9734416,-8.957667,-9.117529,-10.190659,-12.082328,-12.081848,0.02411574497818947,0.38822487,0.31369188,0.20174003,0.06699359,0.0614491,0.00630821,0.5269222855567932,0.08808657,0.05418646,0.21118706,0.35753825,0.18288931,0.02444558,0.01756503,0.02573308,0.12918483,0.16833048,0.06680763,0.02356247,0.0205146,0.03089643,0.14518823,0.19632225,0.10139193,0.11959315,0.13926913,0.06822239,0.04093697,0.03119881,0.03551608,0.15931684,0.19002299,0.06772844,0.03289054,0.03008722,0.04178385,0.14229317,0.1585727,0.05913768,0.02089538,0.01101798,0.01352613,0.06661817,0.4569072542895557,0.04758986085653305,0.23348817229270935,1.8963736090817809,1.8963736090817809,1.2653596988991465,0.054256527693585556,0.0568578727543354,-27.928368,55.851067,3.49,1
112.35,-7.6069820239,8.185097,378.8584,0.055129692,937.5290089132,2.38,7,1,9.97,8.39,1.62,0.0254681,0.8109406607,0.0031678851,-579.400291599968,18.6809901954,729.548487,-0.0000023,0.22393674,-6.887815,2.75,58,0.5363809523809524,1.551017538705288,1806.464076558872,0.22393674,0.427283,-3.4771304e-07,0.17921083,26.092155469911177,23,0.061477613,140.4435952012384,37.103176,13649,51,-17.686213694058136,-0.10970398848497744,6.559337000230676,9.946066834032536,0.006200412379615141,0.26462662124110414,2.4922168,8.451132440282577e-05,19.9573560768,0.0852878465,13.6460554371,5.5437100213,19.3176972281,36.460554371,43.2835820896,8.9978678038,0,19.5309168443,0,2.7292110874,-138.59907848958522,7.606982023879965,0.471141321,0.3515514402,0.2482123535,0.3711503279,0.6057524536,0.417072783,0.3177089005,0.4764468019,0.5450696216,0.6834310083,0.4251531529,0.2900093195,0.81969884340243,1725912.0,0.38464802503585815,0.5976707339286804,-7.467854,-6.8761573,-8.118309,-9.240654,-10.577713,-13.3285885,-13.328581,0.017487328499555588,0.17707679,0.6314219,0.20212498,0.10510132,0.00842163,0.00168752,0.5807557106018066,0.46894062,0.17680858,0.02934258,0.01562886,0.00988153,0.02696158,0.0382129,0.02314647,0.15412511,0.2634712,0.12803929,0.03154026,0.03327208,0.02425297,0.06736415,0.09237468,0.04558737,0.01646416,0.01308976,0.01600905,0.2838762,0.5565725,0.2879707,0.02764713,0.04004047,0.02353535,0.01301774,0.0124238,0.03511085,0.28394765,0.357292,0.1083909,0.01333537,0.01415924,0.03361226,0.33877638,0.4203576243024961,0.04138049855828285,0.3032350540161133,2.374737134483067,2.374737134483067,1.2656031838815294,0.052845414027680226,0.02822406217455864,-46.262558,49.421776,4.15,1
103.36,-5.974072027,8.750328,452.6996,0.0938608,1348.2030373912,1.16,1.28,1.02,8.16,2.16,2.38,0.0400428418,1.1426054579,0.0021284448,-481.4878798777788,20.5502212278,1294.257631,-0.0000033,0.31227398,-3.2319092,1.22,119,0.5766288737717309,1.5584701437344217,3113.9728368989454,0.31227425,0.6491462,5.0418707e-06,0.23732635,27.38746018078867,23,0.056668766,142.44347346732218,47.094482,16472,49,-18.82374210505382,-1.2635610067633516,7.090013590485442,8.23729058355093,-0.006604787100024825,0.26739975377021585,2.0341983,0.00018537080779570136,0,5.527638191,18.216080402,0,12.6884422111,41.0804020101,34.2964824121,3.1407035176,0,16.7085427136,0,12.0603015075,-64.0275463005908,5.974072026994859,0.2519568572,0.4175098867,0.5205501453,0.3505217728,0.3064073621,0.453292285,0.6424349357,0.4747115012,0.3811221826,0.4794232458,0.3646594724,0.2601070102,1.2589904139264085,3804099.5,0.3904663324356079,0.4464936852455139,-6.7078567,-7.942354,-9.097404,-9.471458,-9.590425,-11.719424,-11.719514,0.03963346406817436,0.64835095,0.2808033,0.09612149,0.01570594,0.00879297,0.02872733,0.5236918926239014,0.25967896,0.12785217,0.02399756,0.01874325,0.02547113,0.08792436,0.12648216,0.06073617,0.00940083,0.00422966,0.00465293,0.05248907,0.10228039,0.06627703,0.17249535,0.33350712,0.19494553,0.02767413,0.00951379,0.01096826,0.04301504,0.06731752,0.04588505,0.04616083,0.06388068,0.08336256,0.19275385,0.28952244,0.20387669,0.1105624,0.09705202,0.05643847,0.02615674,0.02615766,0.05488851,0.18650435,0.7614472408068718,0.07217879593372345,0.2832794487476349,2.76385974623231,2.76385974623231,1.3783090755595087,0.05346443339240461,0.052802156656980515,-35.627857,69.423164,1.50,1
161.5,-15.0090467135,0.24808425,24.59687,0.006519657,1367.5187476751,2.75,2.04,2.73,9.95,4.21,9.8,0.0287946105,0.9759723993,0.021945009,-685.047247923298,13.6543612219,1504.140899,-0.0001861637,0.031473298,-0.0001406037,4.97,26,0.4179591836734695,1.389057549147248,3640.427986830012,0.031473298,0.05978454,-9.595182e-05,0.017873013,17.916502427067005,23,0.017437551,145.2982667004049,78.85145,5821,20,-14.37057719259098,-3.432240137745021,12.37562853935792,4.988453231751919,-0.004043747204098069,0.3833045104264748,2.5457797,2.77e-322,14.0194489465,9.2382495948,0,17.585089141,12.9659643436,43.1118314425,25.85089141,23.5818476499,27.1474878444,0,12.9659643436,0,-2330.690796406918,15.009046713496746,0.6076906586,0.7422243964,0.6736480573,0.61985623,0.6707310719,0.6196060906,0.5441801522,0.5173806462,0.5407319667,0.544743886,0.5146666393,0.4920746196,0.38905407230163375,4270837.0,0.4714425802230835,0.5905438661575317,-8.262742,-8.54924,-8.978757,-9.508346,-10.266413,-12.96517,-12.965428,0.01708156429231167,0.62591594,0.11163963,0.12765263,0.12018566,0.0397962,0.00923134,0.4482192099094391,0.0988023,0.09005434,0.08161174,0.08126213,0.0850665,0.09661099,0.12319886,0.1490416,0.16344081,0.17476526,0.20032832,0.20887445,0.17741069,0.16478257,0.16716172,0.14764081,0.13795784,0.14979737,0.15039857,0.15389752,0.16561955,0.1676346,0.14109084,0.107684,0.10488982,0.10013954,0.0936283,0.09803924,0.106649,0.10434186,0.10156582,0.10800286,0.12629588,0.15003145,0.14257877,0.1150941,0.41531530473494144,0.049000389873981476,0.17406979203224182,0.3099080779000184,0.3099080779000184,1.3339951537924355,0.05269143554857802,0.042125508189201355,-51.061527,57.623104,3.07,1
80.75,-1.5841550818,56.341187,5393.15,0.066674836,1366.1649630014,4.75,3.35,4.7,1.1,8.1,1.41,0.0382733891,1.0896872578,0.0018540577,-553.258323867948,17.2678767043,948.8837216,-0.0000236,0.31984258,-2.862863,7.87,48,0.7496728215095563,1.3154101613113924,2978.5819889222134,0.31984258,0.45249406,-1.3080445e-05,0.18283819,24.843469256658864,24,0.06770149,136.0335208582536,60.094967,27305,22,-14.385841161056067,-0.26048816113477125,7.179352178877132,1.4683665968477726,0.026284356826632087,0.3576984568232306,2.8151555,0.00015016734586438727,7.3470802287,10.1022353145,7.7629526945,14.590192341,6.3420551031,14.5728643216,25.8360769364,14.9367527292,15.993761913,23.8953387628,0,14.7114884769,-24.03386551427783,1.5841550817631145,0.569073904,0.6842940309,0.6394869868,0.473340866,0.4414003627,0.4406860003,0.4934635984,0.3728118538,0.4549134255,0.6626874753,0.5497246627,0.5248200955,1.2395733617140958,2486560.5,0.4118337631225586,0.5498018264770508,-6.3629627,-6.411888,-7.047693,-7.4176784,-7.599844,-9.930714,-13.067156,0.021755868569016457,0.25372863,0.08487759,0.4035952,0.155971,0.05741621,0.06247988,0.5910016894340515,0.43970227,0.34115833,0.08233394,0.09566563,0.07182775,0.09605908,0.27571282,0.25254345,0.08753102,0.08394909,0.06977991,0.12570184,0.27741587,0.22413485,0.12040518,0.21240537,0.17312145,0.07537285,0.07247997,0.06543332,0.08051168,0.14552756,0.1175606,0.04304273,0.03592487,0.03654867,0.0994835,0.25119466,0.1963104,0.04674594,0.03781107,0.03114711,0.03549947,0.05000348,0.05943177,0.15621004,0.18387830196802885,0.06154251843690872,0.2525586485862732,4.262392801399337,4.262392801399337,1.4953890856809968,0.05272864701436105,0.05687263235449791,-39.07106,60.342922,5.23,1
123.05,-1.3055567207,54.45093,3692.58,0.1524375,1397.2660553405,1.5,1.13,1.2,1.51,2.31,2,0.0321150741,0.9731789096,0.039329693,-523.1135323216664,20.8109072714,1117.454982,0.0001189199,0.61559474,-1.3196934,2.84,58,0.3796953147456166,1.2465840534483805,3197.014001427051,0.61559474,0.8336875,-0.00014562558,0.46426898,28.263469653482964,23,0.18893498,125.11875909349699,77.9441,28195,72,-27.214434550391246,0.8038102707286374,7.565493253141831,7.209576188586652,2.10359318777412e-15,0.32049557059069944,2.8765144,0,6.7065868263,0,18.2634730539,0,15.628742515,43.3532934132,38.0239520958,27.4251497006,0,6.347305389221557,1.1377245508982037,25.0299401198,-8.617700459525818,1.3055567207069192,0.4382669702,0.3896006202,0.5332370924,0.4343841376,0.3622633986,0.2755403802,0.2742454999,0.3430853268,0.2508602798,0.2009993566,0.3349570806,0.5368740814,1.0913291154059632,4513587.5,0.37893205881118774,0.5248428583145142,-9.493058,-8.670265,-9.728624,-10.359225,-11.264594,-13.348621,-13.348611,0.013899208046495914,0.05759731,0.51376444,0.2759901,0.09885649,0.03608389,0.01965444,0.5218905806541443,0.05826489,0.04528432,0.02323026,0.01810287,0.03729037,0.14387462,0.30374336,0.21620539,0.08902364,0.11103703,0.06415159,0.02173512,0.01606333,0.02513576,0.17882837,0.37450927,0.23988576,0.03861428,0.02022215,0.01586361,0.08347128,0.23664604,0.17595966,0.0279744,0.01950265,0.01719678,0.04890396,0.08511543,0.05963041,0.05943123,0.10851423,0.08020566,0.03083881,0.02393798,0.02085409,0.03750863,0.8120058296571913,0.036001790314912796,0.29995596408843994,1.9794197648048522,1.9794197648048522,1.402047350463944,0.058049886621315064,0.024331949651241302,-3.3021128,62.036133,3.44,1
147.66,-10.749956275,5.531526,467.89,0.029939463,1388.53246858,3.16,8.1,2.5,6.22,1.53,6.99,0.029081079,1.094825589,0.020156404,-573.905873511,16.711901705,1056.077959,0.00000225,0.12738612,2.9835116,2,58,0.416226351,1.250218426,2947.415510715,0.12738612,0.25503278,6.36E-7,0.08580469,22.921628344,21,0.024357203,154.636971469,70.00585,9505,68,-16.269009201,-2.067688024,8.564442277,17.12246076,0.02830623,0.307105934,2.4736493,0.000954879,4.255319149,3.81926171,27.652056236,22.795278551,17.382151718,30.148109165,29.005337944,11.893842568,16.254416961,11.232238178,0,8.014435005,-360.976814928,10.749956275,0.365905598,0.450557942,0.490635634,0.369136361,0.317939814,0.519611595,0.710196965,0.553058841,0.395134557,0.384054415,0.366735878,0.345026532,0.646408623,4815123.5,0.43616119,0.499680281,-7.537058,-7.169217,-8.1868925,-8.274756,-8.81821,-11.338852,-11.33864,0.028142556,0.45484394,0.3049958,0.16665363,0.06149567,0.03871564,0.07056668,0.625803292,0.14736569,0.06801219,0.03024592,0.03117605,0.04481626,0.14042723,0.2448256,0.15727216,0.03913512,0.02605428,0.02565893,0.09346117,0.15096891,0.09376637,0.12683602,0.23861164,0.15864834,0.04224779,0.02935755,0.02473469,0.05179643,0.06415599,0.03331685,0.01909466,0.02353004,0.06871838,0.28376174,0.3216775,0.16481537,0.1549779,0.11550213,0.04823701,0.03975383,0.05004811,0.0638983,0.13155973,0.232219774,0.069517314,0.198600709,7.161043045,7.161043045,1.593537988,0.063854875,0.049413271,-39.426285,58.735844,3.65,1
80.75,-0.6036582056,95.91177,379.22,0.10092671,1787.5325713463,3.03,2.34,3.18,7.3,3.59,1.09,0.0421407127,1.1399111685,0.003941429,-469.75186427049255,20.0439220827,1273.195563,0.0003141823,0.47037542,0.0001802869,2.09,80,0.4472520495377639,1.1427365184306761,4142.841615470201,0.47037542,0.643462,5.088284e-05,0.3090074,27.29912802448265,24,0.18109268,159.62995937039932,35.264668,30568,66,-29.762006543699226,0.21025231202159822,6.7794169490011615,4.991396406665444,-0.029923729310319606,0.35240422542165334,2.89323,0.00014389650908336053,0,17.7177177177,0,9.6846846847,34.009009009,16.8168168168,56.2312312312,10.3603603604,15.5405405405,12.6876876877,0,13.1381381381,-6.017601228576424,0.6036582055873101,0.4280332038,0.4788199161,0.3290666484,0.3082831653,0.336454009,0.3219765819,0.3639853746,0.3837342508,0.5274231422,0.5221800424,0.4262857999,0.4472088929,1.0804463709227534,3760979.75,0.4196406304836273,0.5275457501411438,-8.469094,-7.277022,-8.631713,-9.022419,-9.549418,-12.167469,-12.167521,0.018370117992162704,0.15930568,0.5267441,0.26039445,0.04178115,0.03271848,0.08090665,0.4589032530784607,0.23404218,0.11711716,0.04141689,0.03343648,0.0245111,0.1504374,0.3008974,0.16617481,0.01446974,0.01462397,0.01923959,0.15597178,0.3529382,0.21811472,0.01559564,0.01373411,0.01393251,0.0726956,0.13268106,0.07922838,0.07052076,0.13044715,0.08391494,0.02838462,0.02476774,0.0240275,0.10427756,0.16152406,0.08965995,0.04370498,0.03852783,0.02848164,0.12436645,0.22344816,0.15768634,0.1818935,0.14008871981670842,0.048698220402002335,0.25477135181427,5.3093575780697995,5.3093575780697995,1.592162531975595,0.05543764172335589,0.030635979026556015,-33.011944,46.804848,4.03,1
